abilities	against_bug	against_dark	against_dragon	against_electric	against_fairy	against_fight	against_fire	against_flying	against_ghost	against_grass	against_ground	against_ice	against_normal	against_poison	against_psychic	against_rock	against_steel	against_water	attack	base_egg_steps	base_happiness	base_total	capture_rate	classfication	defense	experience_growth	hp	japanese_name	name	pokedex_number	sp_attack	sp_defense	speed	type1	generation	is_legendary
"['Aftermath', 'Unburden', 'Flare Boost']"	0.25	2	1	2	1	0	1	1	2	0.5	0	2	0	0.5	1	2	1	1	80	7680	70	498	60	Blimp Pokmon	44	1640000	150	Fuwaride?t?????C?h	Drifblim	426	90	54	80	ghost	4	0
"['Run Away', 'Klutz', 'Limber']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	66	5120	0	350	190	Rabbit Pokmon	44	1000000	55	Mimirol?~?~????	Buneary	427	44	56	85	normal	4	0
"['Cute Charm', 'Klutz', 'Limber']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	136	5120	140	580	60	Rabbit Pokmon	94	1000000	65	Mimilop?~?~???b?v	Lopunny	428	54	96	135	normal	4	0
['Levitate']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	60	6400	35	495	45	Magical Pokmon	60	800000	60	Mumargi???E?}?[?W	Mismagius	429	105	105	105	ghost	4	0
"['Insomnia', 'Super Luck', 'Moxie']"	1	0.5	1	2	2	1	1	1	0.5	0.5	0	2	1	1	0	2	1	1	125	5120	35	505	30	Big Boss Pokmon	52	1059860	100	Dongkarasu?h???J???X	Honchkrow	430	105	52	71	dark	4	0
"['Limber', 'Own Tempo', 'Keen Eye']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	55	5120	70	310	190	Catty Pokmon	42	800000	49	Nyarmar?j?????}?[	Glameow	431	42	37	85	normal	4	0
"['Thick Fat', 'Own Tempo', 'Defiant']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	82	5120	70	452	75	Tiger Cat Pokmon	64	800000	71	Bunyatto?u?j???b?g	Purugly	432	64	59	112	normal	4	0
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	30	6400	70	285	120	Bell Pokmon	50	800000	45	Lisyan???[?V????	Chingling	433	65	50	45	psychic	4	0
"['Stench', 'Aftermath', 'Keen Eye']"	1	0.5	1	1	1	1	1	1	0.5	0.5	2	1	1	0.5	0	1	1	1	63	5120	70	329	225	Skunk Pokmon	47	1000000	63	Skunpuu?X?J???v?[	Stunky	434	41	41	74	poison	4	0
"['Stench', 'Aftermath', 'Keen Eye']"	1	0.5	1	1	1	1	1	1	0.5	0.5	2	1	1	0.5	0	1	1	1	93	5120	70	479	60	Skunk Pokmon	67	1000000	103	Skutank?X?J?^???N	Skuntank	435	71	61	84	poison	4	0
"['Levitate', 'Heatproof', 'Heavy Metal']"	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	24	5120	70	300	255	Bronze Pokmon	86	1000000	57	Dohmirror?h?[?~???[	Bronzor	436	24	86	23	steel	4	0
"['Levitate', 'Heatproof', 'Heavy Metal']"	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	89	5120	70	500	90	Bronze Bell Pokmon	116	1000000	67	Dohtakun?h?[?^?N??	Bronzong	437	79	116	33	steel	4	0
"['Sturdy', 'Rock Head', 'Rattled']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	80	5120	70	290	255	Bonsai Pokmon	95	1000000	50	Usohachi?E?\?n?`	Bonsly	438	10	45	10	rock	4	0
"['Soundproof', 'Filter', 'Technician']"	1	1	0	1	1	0.25	1	1	2	1	1	1	1	2	0.5	1	2	1	25	6400	70	310	145	Mime Pokmon	45	1000000	20	Manene?}?l?l	Mime Jr.	439	70	90	60	psychic	4	0
"['Natural Cure', 'Serene Grace', 'Friend Guard']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	5	10240	140	220	130	Playhouse Pokmon	5	800000	100	Pinpuku?s???v?N	Happiny	440	15	65	30	normal	4	0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	65	5120	35	411	30	Music Note Pokmon	45	1059860	76	Perap?y???b?v	Chatot	441	92	42	91	normal	4	0
"['Pressure', 'Infiltrator']"	1	1	1	1	2	0	1	1	1	1	1	1	0	0.5	0	1	1	1	92	7680	70	485	100	Forbidden Pokmon	108	1000000	50	Mikaruge?~?J???Q	Spiritomb	442	92	108	35	ghost	4	0
"['Sand Veil', 'Rough Skin']"	1	1	2	0	2	1	0.5	1	1	1	1	4	1	0.5	1	0.5	1	1	70	10240	70	300	45	Land Shark Pokmon	45	1250000	58	Fukamaru?t?J?}??	Gible	443	40	45	42	dragon	4	0
"['Sand Veil', 'Rough Skin']"	1	1	2	0	2	1	0.5	1	1	1	1	4	1	0.5	1	0.5	1	1	90	10240	70	410	45	Cave Pokmon	65	1250000	68	Gabite?K?o?C?g	Gabite	444	50	55	82	dragon	4	0
"['Sand Veil', 'Rough Skin']"	1	1	2	0	2	1	0.5	1	1	1	1	4	1	0.5	1	0.5	1	1	170	10240	70	700	45	Mach Pokmon	115	1250000	108	Gaburias?K?u???A?X	Garchomp	445	120	95	92	dragon	4	0
"['Pickup', 'Thick Fat', 'Gluttony']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	85	10240	70	390	50	Big Eater Pokmon	40	1250000	135	Gonbe?S???x	Munchlax	446	40	85	5	normal	4	0
"['Steadfast', 'Inner Focus', 'Prankster']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	70	6400	70	285	75	Emanation Pokmon	40	1059860	40	Riolu???I??	Riolu	447	35	40	60	fighting	4	0
"['Steadfast', 'Inner Focus', 'Justified']"	0.25	0.5	0.5	1	1	2	2	1	1	0.5	2	0.5	0.5	0	1	0.25	0.5	1	145	6400	70	625	45	Aura Pokmon	88	1059860	70	Lucario???J???I	Lucario	448	140	70	112	fighting	4	0
"['Sand Stream', 'Sand Force']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	72	7680	70	330	140	Hippo Pokmon	78	1250000	68	Hippopotas?q?|?|?^?X	Hippopotas	449	38	42	32	ground	4	0
"['Sand Stream', 'Sand Force']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	112	7680	70	525	60	Heavyweight Pokmon	118	1250000	108	Kabaldon?J?o???h??	Hippowdon	450	68	72	47	ground	4	0
"['Battle Armor', 'Sniper', 'Keen Eye']"	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	50	5120	70	330	120	Scorpion Pokmon	90	1250000	40	Scorupi?X?R???s	Skorupi	451	30	55	65	poison	4	0
"['Battle Armor', 'Sniper', 'Keen Eye']"	1	0.5	1	1	1	1	1	1	0.5	0.5	2	1	1	0.5	0	1	1	1	90	5120	70	500	45	Ogre Scorp Pokmon	110	1250000	70	Dorapion?h???s?I??	Drapion	452	60	75	95	poison	4	0
"['Anticipation', 'Dry Skin', 'Poison Touch']"	0.25	0.5	1	1	1	0.5	1	2	1	0.5	2	1	1	0.5	4	0.5	1	1	61	2560	100	300	140	Toxic Mouth Pokmon	40	1000000	48	Gureggru?O???b?O??	Croagunk	453	61	40	50	poison	4	0
"['Anticipation', 'Dry Skin', 'Poison Touch']"	0.25	0.5	1	1	1	0.5	1	2	1	0.5	2	1	1	0.5	4	0.5	1	1	106	5120	70	490	75	Toxic Mouth Pokmon	65	1000000	83	Dokurog?h?N???b?O	Toxicroak	454	86	65	85	poison	4	0
['Levitate']	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	100	6400	70	454	200	Bug Catcher Pokmon	72	1250000	74	Muskippa?}?X?L?b?p	Carnivine	455	90	72	46	grass	4	0
"['Swift Swim', 'Storm Drain', 'Water Veil']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	49	5120	70	330	190	Wing Fish Pokmon	56	600000	49	Keikouo?P?C?R?E?I	Finneon	456	49	61	66	water	4	0
"['Swift Swim', 'Storm Drain', 'Water Veil']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	69	5120	70	460	75	Neon Pokmon	76	600000	69	Neolant?l?I?????g	Lumineon	457	69	86	91	water	4	0
"['Swift Swim', 'Water Absorb', 'Water Veil']"	0.5	1	1	4	1	0.5	0.5	1	1	1	0	1	1	1	1	2	0.5	0.5	20	6400	70	345	25	Kite Pokmon	50	1250000	45	Tamanta?^?}???^	Mantyke	458	60	120	50	water	4	0
"['Snow Warning', 'Soundproof']"	2	1	1	0.5	1	2	4	2	1	0.5	0.5	1	1	2	1	2	2	0.5	62	5120	70	334	120	Frosted Tree Pokmon	50	1250000	60	Yukikaburi???L?J?u??	Snover	459	62	60	40	grass	4	0
"['Snow Warning', 'Soundproof']"	2	1	1	0.5	1	2	4	2	1	0.5	0.5	1	1	2	1	2	2	0.5	132	5120	70	594	60	Frosted Tree Pokmon	105	1250000	90	Yukinooh???L?m?I?[	Abomasnow	460	132	105	30	grass	4	0
"['Pressure', 'Pickpocket']"	2	0.5	1	1	2	4	2	1	0.5	1	1	0.5	1	1	0	2	2	1	120	5120	35	510	45	Sharp Claw Pokmon	65	1059860	70	Manyula?}?j???[??	Weavile	461	45	85	125	dark	4	0
"['Magnet Pull', 'Sturdy', 'Analytic']"	0.5	1	0.5	0.5	0.5	2	2	0.25	1	0.5	4	0.5	0.5	0	0.5	0.5	0.25	1	70	5120	70	535	30	Magnet Area Pokmon	115	1000000	70	Jibacoil?W?o?R?C??	Magnezone	462	130	90	60	electric	4	0
"['Own Tempo', 'Oblivious', 'Cloud Nine']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	85	5120	70	515	30	Licking Pokmon	95	1000000	110	Berobelt?x???x???g	Lickilicky	463	80	95	50	normal	4	0
"['Lightningrod', 'Solid Rock', 'Reckless']"	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	140	5120	70	535	30	Drill Pokmon	130	1250000	115	Dosidon?h?T?C?h??	Rhyperior	464	55	55	40	ground	4	0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	100	5120	70	535	30	Vine Pokmon	125	1000000	100	Mojumbo???W?????{	Tangrowth	465	110	50	50	grass	4	0
"['Motor Drive', 'Vital Spirit']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	123	6400	70	540	30	Thunderbolt Pokmon	67	1000000	75	Elekible?G???L?u??	Electivire	466	95	85	95	electric	4	0
"['Flame Body', 'Vital Spirit']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	95	6400	70	540	30	Blast Pokmon	67	1000000	75	Booburn?u?[?o?[??	Magmortar	467	125	95	83	fire	4	0
"['Hustle', 'Serene Grace', 'Super Luck']"	0.25	0.5	0	2	1	0.25	1	1	1	0.5	0	2	1	2	1	2	2	1	50	2560	70	545	30	Jubilee Pokmon	95	800000	85	Togekiss?g?Q?L?b?X	Togekiss	468	120	115	80	fairy	4	0
"['Speed Boost', 'Tinted Lens', 'Frisk']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	76	5120	70	515	30	Ogre Darner Pokmon	86	1000000	86	Megayanma???K?????}	Yanmega	469	116	56	95	bug	4	0
"['Leaf Guard', 'Chlorophyll']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	110	8960	35	525	45	Verdant Pokmon	130	1000000	65	Leafia???[?t?B?A	Leafeon	470	60	65	95	grass	4	0
"['Snow Cloak', 'Ice Body']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	60	8960	35	525	45	Fresh Snow Pokmon	110	1000000	65	Glacia?O???C?V?A	Glaceon	471	130	95	65	ice	4	0
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']"	0.5	1	1	0	1	0.5	1	1	1	1	0	4	1	0.5	1	1	1	2	95	5120	70	510	30	Fang Scorp Pokmon	125	1059860	75	Glion?O???C?I??	Gliscor	472	45	75	95	ground	4	0
"['Oblivious', 'Snow Cloak', 'Thick Fat']"	1	1	1	0	1	2	2	1	1	2	1	1	1	0.5	1	1	2	2	130	5120	70	530	50	Twin Tusk Pokmon	80	1250000	110	Mammoo?}?????[	Mamoswine	473	70	60	80	ice	4	0
"['Adaptability', 'Download', 'Analytic']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	80	5120	70	535	30	Virtual Pokmon	70	1000000	85	Porygon-z?|???S???y	Porygon-Z	474	135	75	90	normal	4	0
"['Steadfast', 'Justified']"	1	1	1	1	2	0.5	1	2	2	1	1	1	1	1	1	0.5	1	1	165	5120	35	618	45	Blade Pokmon	95	1250000	68	Erureido?G?????C?h	Gallade	475	65	115	110	psychic	4	0
"['Sturdy', 'Magnet Pull', 'Sand Force']"	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	55	5120	70	525	60	Compass Pokmon	145	1000000	60	Dainose?_?C?m?[?Y	Probopass	476	75	150	40	rock	4	0
"['Pressure', 'Frisk']"	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	100	6400	35	525	45	Gripper Pokmon	135	800000	45	Yonoir???m???[??	Dusknoir	477	65	135	45	ghost	4	0
"['Snow Cloak', 'Cursed Body']"	0.5	2	1	1	1	0	2	1	2	1	1	0.5	0	0.5	1	2	2	1	80	5120	70	480	75	Snow Land Pokmon	70	1000000	70	Yukimenoko???L???m?R	Froslass	478	80	70	110	ice	4	0
['Levitate']	0.5	2	1	0.5	1	0	1	0.5	2	1	2	1	0	0.5	1	1	0.5	1	65	5120	70	520	45	Plasma Pokmon	107	1000000	50	Rotom???g??	Rotom	479	105	107	86	electric	4	0
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	75	20480	140	580	3	Knowledge Pokmon	130	1250000	75	Yuxie???N?V?[	Uxie	480	75	130	95	psychic	4	1
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	105	20480	140	580	3	Emotion Pokmon	105	1250000	80	Emrit?G?????b?g	Mesprit	481	105	105	80	psychic	4	1
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	125	20480	140	580	3	Willpower Pokmon	70	1250000	75	Agnome?A?O?m??	Azelf	482	125	70	115	psychic	4	1
"['Pressure', 'Telepathy']"	0.5	1	1	0.5	1	2	1	0.5	1	0.25	2	1	0.5	0	0.5	0.5	0.5	0.5	120	30720	0	680	3	Temporal Pokmon	120	1250000	100	Dialga?f?B?A???K	Dialga	483	150	100	90	steel	4	1
"['Pressure', 'Telepathy']"	1	1	2	1	2	1	0.25	1	1	1	1	1	1	1	1	1	0.5	0.25	120	30720	0	680	3	Spatial Pokmon	100	1250000	90	Palkia?p???L?A	Palkia	484	150	120	100	water	4	1
"['Flash Fire', 'Flame Body']"	0.25	1	0.5	1	0.25	2	1	0.5	1	0.25	4	0.25	0.5	0	0.5	1	0.25	2	90	2560	100	600	3	Lava Dome Pokmon	106	1250000	91	Heatran?q?[?h????	Heatran	485	130	106	77	fire	4	1
['Slow Start']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	160	30720	0	670	3	Colossal Pokmon	110	1250000	110	Regigigas???W?M?K?X	Regigigas	486	80	110	100	normal	4	1
"['Pressure', 'Telepathy', 'Levitate']"	0.5	2	2	0.5	2	0	0.5	1	2	0.5	1	2	0	0.5	1	1	1	0.5	120	30720	0	680	3	Renegade Pokmon	100	1250000	150	Giratina (another Forme)?M???e?B?i	Giratina	487	120	100	90	ghost	4	1
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	70	30720	100	600	3	Lunar Pokmon	120	1250000	120	Cresselia?N???Z???A	Cresselia	488	75	130	85	psychic	4	1
['Hydration']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	80	10240	70	480	30	Sea Drifter Pokmon	80	1250000	80	Phione?t?B?I?l	Phione	489	80	80	80	water	4	0
['Hydration']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	100	2560	70	600	3	Seafaring Pokmon	100	1250000	100	Manaphy?}?i?t?B	Manaphy	490	100	100	100	water	4	1
['Bad Dreams']	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	90	30720	0	600	3	Pitch-Black Pokmon	90	1250000	70	Darkrai?_?[?N???C	Darkrai	491	135	90	125	dark	4	1
"['Natural Cure', 'Serene Grace']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	103	30720	100	600	45	Gratitude Pokmon	75	1059860	100	Shaymin (sky Forme)?V?F?C?~	Shaymin	492	120	75	127	grass	4	1
['Multitype']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	120	30720	0	720	3	Alpha Pokmon	120	1250000	120	Arceus?A???Z?E?X	Arceus	493	120	120	120	normal	4	1
['Victory Star']	1	2	1	1	0.5	0.5	0.5	1	2	0.5	2	0.5	1	1	0.5	2	0.5	2	100	30720	100	600	3	Victory Pokmon	100	1250000	100	Victini?r?N?e?B?j	Victini	494	100	100	100	psychic	5	1
"['Overgrow', 'Contrary']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	45	5120	70	308	45	Grass Snake Pokmon	55	1059860	45	Tsutarja?c?^?[?W??	Snivy	495	45	55	63	grass	5	0
"['Overgrow', 'Contrary']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	60	5120	70	413	45	Grass Snake Pokmon	75	1059860	60	Janovy?W???m?r?[	Servine	496	60	75	83	grass	5	0
"['Overgrow', 'Contrary']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	75	5120	70	528	45	Regal Pokmon	95	1059860	75	Jalorda?W?????[?_	Serperior	497	75	95	113	grass	5	0
"['Blaze', 'Thick Fat']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	63	5120	70	308	45	Fire Pig Pokmon	45	1059860	65	Pokabu?|?J?u	Tepig	498	45	45	45	fire	5	0
"['Blaze', 'Thick Fat']"	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	93	5120	70	418	45	Fire Pig Pokmon	55	1059860	90	Chaoboo?`???I?u?[	Pignite	499	70	55	55	fire	5	0
"['Blaze', 'Reckless']"	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	123	5120	70	528	45	Mega Fire Pig Pokmon	65	1059860	110	Enbuoh?G???u?I?[	Emboar	500	100	65	65	fire	5	0
"['Torrent', 'Shell Armor']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	55	5120	70	308	45	Sea Otter Pokmon	45	1059860	55	Mijumaru?~?W???}??	Oshawott	501	63	45	45	water	5	0
"['Torrent', 'Shell Armor']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	75	5120	70	413	45	Discipline Pokmon	60	1059860	75	Futachimaru?t?^?`?}??	Dewott	502	83	60	60	water	5	0
"['Torrent', 'Shell Armor']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	100	5120	70	528	45	Formidable Pokmon	85	1059860	95	Daikenki?_?C?P???L	Samurott	503	108	70	70	water	5	0
"['Run Away', 'Keen Eye', 'Analytic']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	55	3840	70	255	255	Scout Pokmon	39	1000000	45	Minezumi?~?l?Y?~	Patrat	504	35	39	42	normal	5	0
"['Illuminate', 'Keen Eye', 'Analytic']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	85	5120	70	420	255	Lookout Pokmon	69	1000000	60	Miruhog?~???z?b?O	Watchog	505	60	69	77	normal	5	0
"['Vital Spirit', 'Pickup', 'Run Away']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	60	3840	70	275	255	Puppy Pokmon	45	1059860	45	Yorterrie???[?e???[	Lillipup	506	25	45	55	normal	5	0
"['Intimidate', 'Sand Rush', 'Scrappy']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	80	3840	70	370	120	Loyal Dog Pokmon	65	1059860	65	Herderrie?n?[?f???A	Herdier	507	35	65	60	normal	5	0
"['Intimidate', 'Sand Rush', 'Scrappy']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	110	3840	70	500	45	Big-Hearted Pokmon	90	1059860	85	Mooland???[?????h	Stoutland	508	45	90	80	normal	5	0
"['Limber', 'Unburden', 'Prankster']"	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	50	5120	70	281	255	Devious Pokmon	37	1000000	41	Choroneko?`?????l?R	Purrloin	509	50	37	66	dark	5	0
"['Limber', 'Unburden', 'Prankster']"	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	88	5120	70	446	90	Cruel Pokmon	50	1000000	64	Lepardas???p???_?X	Liepard	510	88	50	106	dark	5	0
"['Gluttony', 'Overgrow']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	53	5120	70	316	190	Grass Monkey Pokmon	48	1000000	50	Yanappu???i?b?v	Pansage	511	53	48	64	grass	5	0
"['Gluttony', 'Overgrow']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	98	5120	70	498	75	Thorn Monkey Pokmon	63	1000000	75	Yanakkie???i?b?L?[	Simisage	512	98	63	101	grass	5	0
"['Gluttony', 'Blaze']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	53	5120	70	316	190	High Temp Pokmon	48	1000000	50	Baoppu?o?I?b?v	Pansear	513	53	48	64	fire	5	0
"['Gluttony', 'Blaze']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	98	5120	70	498	75	Ember Pokmon	63	1000000	75	Baokkie?o?I?b?L?[	Simisear	514	98	63	101	fire	5	0
"['Gluttony', 'Torrent']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	53	5120	70	316	190	Spray Pokmon	48	1000000	50	Hiyappu?q???b?v	Panpour	515	53	48	64	water	5	0
"['Gluttony', 'Torrent']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	98	5120	70	498	75	Geyser Pokmon	63	1000000	75	Hiyakkie?q???b?L?[	Simipour	516	98	63	101	water	5	0
"['Forewarn', 'Synchronize', 'Telepathy']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	25	2560	70	292	190	Dream Eater Pokmon	45	800000	76	Munna?????i	Munna	517	67	55	24	psychic	5	0
"['Forewarn', 'Synchronize', 'Telepathy']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	55	2560	70	487	75	Drowsing Pokmon	85	800000	116	Musharna???V???[?i	Musharna	518	107	95	29	psychic	5	0
"['Big Pecks', 'Super Luck', 'Rivalry']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	55	3840	70	264	255	Tiny Pigeon Pokmon	50	1059860	50	Mamepato?}???p?g	Pidove	519	36	30	43	normal	5	0
"['Big Pecks', 'Super Luck', 'Rivalry']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	77	3840	70	358	120	Wild Pigeon Pokmon	62	1059860	62	Hatoboh?n?g?[?{?[	Tranquill	520	50	42	65	normal	5	0
"['Big Pecks', 'Super Luck', 'Rivalry']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	115	3840	70	488	45	Proud Pokmon	80	1059860	80	Kenhallow?P???z???E	Unfezant	521	65	55	93	normal	5	0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	60	5120	70	295	190	Electrified Pokmon	32	1000000	45	Shimama?V?}?}	Blitzle	522	50	32	76	electric	5	0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	100	5120	70	497	75	Thunderbolt Pokmon	63	1000000	75	Zebraika?[?u???C?J	Zebstrika	523	80	63	116	electric	5	0
"['Sturdy', 'Weak Armor', 'Sand Force']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	75	3840	70	280	255	Mantle Pokmon	85	1059860	55	Dangoro?_???S??	Roggenrola	524	25	25	15	rock	5	0
"['Sturdy', 'Weak Armor', 'Sand Force']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	105	3840	70	390	120	Ore Pokmon	105	1059860	70	Gantle?K???g??	Boldore	525	50	40	20	rock	5	0
"['Sturdy', 'Sand Stream', 'Sand Force']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	135	3840	70	515	45	Compressed Pokmon	130	1059860	85	Gigaiath?M?K?C?A?X	Gigalith	526	60	80	25	rock	5	0
"['Unaware', 'Klutz', 'Simple']"	1	2	1	2	1	0.25	1	1	2	0.5	0	2	1	1	0.5	2	1	1	45	3840	70	323	190	Bat Pokmon	43	1000000	65	Koromori?R??????	Woobat	527	55	43	72	psychic	5	0
"['Unaware', 'Klutz', 'Simple']"	1	2	1	2	1	0.25	1	1	2	0.5	0	2	1	1	0.5	2	1	1	57	3840	70	425	45	Courting Pokmon	55	1000000	67	Kokoromori?R?R??????	Swoobat	528	77	55	114	psychic	5	0
"['Sand Rush', 'Sand Force', 'Mold Breaker']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	85	5120	70	328	120	Mole Pokmon	40	1000000	60	Mogurew???O?????[	Drilbur	529	30	45	68	ground	5	0
"['Sand Rush', 'Sand Force', 'Mold Breaker']"	0.5	1	0.5	0	0.5	2	2	0.5	1	1	2	1	0.5	0	0.5	0.25	0.5	2	135	5120	70	508	60	Subterrene Pokmon	60	1000000	110	Doryuzu?h?????E?Y	Excadrill	530	50	65	88	ground	5	0
"['Healer', 'Regenerator', 'Klutz']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	60	5120	70	545	255	Hearing Pokmon	126	800000	103	Tabunne?^?u???l	Audino	531	80	126	50	normal	5	0
"['Guts', 'Sheer Force', 'Iron Fist']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	80	5120	70	305	180	Muscular Pokmon	55	1059860	75	Dokkorer?h?b?R???[	Timburr	532	25	35	35	fighting	5	0
"['Guts', 'Sheer Force', 'Iron Fist']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	105	5120	70	405	90	Muscular Pokmon	85	1059860	85	Dotekkotsu?h?e?b?R?c	Gurdurr	533	40	50	40	fighting	5	0
